country,link,bus0,bus1,bus2,bus3,type,carrier,p_nom,p_nom_extendable,p_nom_max_2025,p_nom_max_2030,p_nom_max_2035,p_nom_max_2040,p_nom_max_2045,p_nom_max_2050,p_nom_min_2025,p_nom_min_2030,p_nom_min_2035,p_nom_min_2040,p_nom_min_2045,p_nom_min_2050
XY,XY_OILN_to_XY_NR_IND-HH_by_IND_BOILER,XY_OILN,XY_NR_IND-HH,XY_ATMP,XY_CO2STORN,IND_BOILER,Oil,200,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
XY,XY_OILN_to_XY_SO_IND-HH_by_IND_BOILER,XY_OILN,XY_SO_IND-HH,XY_ATMP,XY_CO2STORN,IND_BOILER,Oil,160,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_CE_LVELEC_to_YZ_CE_IND-LH_by_EDLH,YZ_CE_HVELEC,YZ_CE_IND-LH,,,EDLH,Electricity,530,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_NR_LVELEC_to_YZ_NR_IND-LH_by_EDLH,YZ_NR_HVELEC,YZ_NR_IND-LH,,,EDLH,Electricity,260,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_SO_LVELEC_to_YZ_SO_IND-LH_by_EDLH,YZ_SO_HVELEC,YZ_SO_IND-LH,,,EDLH,Electricity,0,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_CE_HVELEC_to_YZ_CE_IND-HH_by_EERH,YZ_CE_HVELEC,YZ_CE_IND-HH,,,EERH,Electricity,650,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_NR_HVELEC_to_YZ_NR_IND-HH_by_EERH,YZ_NR_HVELEC,YZ_NR_IND-HH,,,EERH,Electricity,50,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_SO_HVELEC_to_YZ_SO_IND-HH_by_EERH,YZ_SO_HVELEC,YZ_SO_IND-HH,,,EERH,Electricity,40,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_CE_LVELEC_to_YZ_CE_IND-LH_by_EHPP,YZ_CE_HVELEC,YZ_CE_IND-LH,,,EHPP,Electricity,0,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_NR_LVELEC_to_YZ_NR_IND-LH_by_EHPP,YZ_NR_HVELEC,YZ_NR_IND-LH,,,EHPP,Electricity,260,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_SO_LVELEC_to_YZ_SO_IND-LH_by_EHPP,YZ_SO_HVELEC,YZ_SO_IND-LH,,,EHPP,Electricity,320,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_CE_HVELEC_to_YZ_CE_IND-HH_by_EIDT,YZ_CE_HVELEC,YZ_CE_IND-HH,,,EIDT,Electricity,650,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_NR_HVELEC_to_YZ_NR_IND-HH_by_EIDT,YZ_NR_HVELEC,YZ_NR_IND-HH,,,EIDT,Electricity,50,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_SO_HVELEC_to_YZ_SO_IND-HH_by_EIDT,YZ_SO_HVELEC,YZ_SO_IND-HH,,,EIDT,Electricity,40,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_BION_to_YZ_CE_IND-HH_by_IND_BOILER,YZ_BION,YZ_CE_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Bio,2000,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_BION_to_YZ_CE_IND-LH_by_IND_BOILER,YZ_BION,YZ_CE_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Bio,3700,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_BION_to_YZ_NR_IND-HH_by_IND_BOILER,YZ_BION,YZ_NR_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Bio,0,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_BION_to_YZ_NR_IND-LH_by_IND_BOILER,YZ_BION,YZ_NR_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Bio,0,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_BION_to_YZ_SO_IND-HH_by_IND_BOILER,YZ_BION,YZ_SO_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Bio,350,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_BION_to_YZ_SO_IND-LH_by_IND_BOILER,YZ_BION,YZ_SO_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Bio,2100,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_GASN_to_YZ_CE_IND-HH_by_IND_BOILER,YZ_GASN,YZ_CE_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Gas,3300,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_GASN_to_YZ_CE_IND-LH_by_IND_BOILER,YZ_GASN,YZ_CE_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Gas,2000,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_GASN_to_YZ_NR_IND-HH_by_IND_BOILER,YZ_GASN,YZ_NR_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Gas,440,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_GASN_to_YZ_NR_IND-LH_by_IND_BOILER,YZ_GASN,YZ_NR_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Gas,1500,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_GASN_to_YZ_SO_IND-HH_by_IND_BOILER,YZ_GASN,YZ_SO_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Gas,0,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_GASN_to_YZ_SO_IND-LH_by_IND_BOILER,YZ_GASN,YZ_SO_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Gas,2000,TRUE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_HRDCN_to_YZ_CE_IND-HH_by_IND_BOILER,YZ_HRDCN,YZ_CE_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Hrdc,4200,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_HRDCN_to_YZ_SO_IND-LH_by_IND_BOILER,YZ_HRDCN,YZ_SO_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Hrdc,1900,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_HRDCN_to_YZ_SO_IND-HH_by_IND_BOILER,YZ_HRDCN,YZ_SO_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Hrdc,390,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_HRDCN_to_YZ_NR_IND-HH_by_IND_BOILER,YZ_HRDCN,YZ_NR_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Hrdc,370,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_HRDCN_to_YZ_CE_IND-LH_by_IND_BOILER,YZ_HRDCN,YZ_CE_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Hrdc,0,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_HRDCN_to_YZ_NR_IND-LH_by_IND_BOILER,YZ_HRDCN,YZ_NR_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Hrdc,0,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_OILN_to_YZ_CE_IND-HH_by_IND_BOILER,YZ_OILN,YZ_CE_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Oil,2400,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_OILN_to_YZ_CE_IND-LH_by_IND_BOILER,YZ_OILN,YZ_CE_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Oil,2400,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_OILN_to_YZ_SO_IND-LH_by_IND_BOILER,YZ_OILN,YZ_SO_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Oil,680,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_OILN_to_YZ_NR_IND-LH_by_IND_BOILER,YZ_OILN,YZ_NR_IND-LH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Oil,460,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_OILN_to_YZ_NR_IND-HH_by_IND_BOILER,YZ_OILN,YZ_NR_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Oil,200,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
YZ,YZ_OILN_to_YZ_SO_IND-HH_by_IND_BOILER,YZ_OILN,YZ_SO_IND-HH,YZ_ATMP,YZ_CO2STORN,IND_BOILER,Oil,160,FALSE,inf,inf,inf,inf,inf,inf,0,0,0,0,0,0
